"","Headline","article","location"
"417","Manipur Election 2017: List Of Rich Candidates In Phase 1","                             Thirty eight out of the 60 assembly seats will go to polls in the first phase of the Manipur assembly elections that will take place today. The election is billed as a major test for Chief Minister Okram Ibobi of the Congress party, whose party is fighting the anti-incumbency wave as it completes 15 years in power in the state.

Manipur Election Watch and the ADR analysed 167 candidates who will try their luck in the first phase. Eight candidates were found to have assets over Rs 1 crore. The BJP has fielded four crorepati candidates - the most by any party. Two candidates contesting on Congress ticket were found to be crorepatis. The Democratic Front and the NCP has fielded 1 crorepati candidate each.

The campaigning for the first phase saw national leaders like Prime Minister Narendra Modi, Congress vice-president Rahul Gandhi and Home Minister Rajnath Singh addressing multiple rallies throughout the state. During campaigning, there were bitter exchanges between the Congress and the BJP over the ongoing economic blockade in the state and the Naga Peace Accord.

The Naga Peace Accord was signed between the National Socialist Council of Nagalim-Isak-Muivah (NSCN-IM) and the Centre in August, 2015.

The economic blockade has led to shortage of essential commodities, especially fuel, in the land-locked state. The blockade in place since November 16, 2016 was imposed by the United Naga Council in protest against the state government's decision to carve out seven new districts from the existing ones.
","new delhi:"
"422","UP Election 2017: Key Candidates Contesting In Phase 5","                             Uttar Pradesh is all set to vote for the fifth phase of Assembly elections today, in which 51 seats spread over 11 districts will witness polling. A total of 608 candidates are contesting in this phase with a maximum of 24 candidates in Amethi and a minimum of 6 each in Kapilvastu and Etwa seats of Siddharth Nagar district.

Prominent contestants in this phase include nine ministers of Akhilesh government. Gayatri Prasad Prajapati (SP), who will be facing Amita Singh (Congress) and Garima Singh (BJP) in Amethi, the Lok Sabha constituency of Rahul Gandhi, is also contesting in the fifth phase. Ms Amita is the wife of Congress leader Sanjay Singh, while Ms Garima is his estranged better half.

The fate of other ministers like Vinod Kumar Singh known as Pandit Singh from Tarabganj (Gonda), Tej Narain Pandey, referred to as Pawan Pandey from Ayodhya and BSP state president Ram Achal Rajbhar from Akbarpur will also be decided in this phase.

The fifth phase of Uttar Pradesh Assembly elections 2017 will witness the participation of over 1.84 crore voters which include 96 lakh women.

Here is a list of the key candidates contesting in the fifth phase of Uttar Pradesh elections:Key Candidates- Phase- 5
	","new delhi:"
"426","UP Elections 2017: List Of Candidates With Criminal Cases In Phase 6","                             The 49 Uttar Pradesh assembly constituencies that will vote today for the sixth and the second last phase will witness 635 candidates pitched against each other in a bitter battle. Of them, as many as 126 candidates or 20 per cent of the total number for this phase have declared criminal cases against them.

Analysis by Association for democratic Reform (ADR) reveals that 109 candidates have declared serious criminal cases, including that of murder, attempt to murder and cases related to crime against women. Nine persons have declared cases related to murder against them, says the analysis.

BSP tops the list with 24 candidates with criminal records in the fray this phase followed by 22 Independent candidates, 18 from BJP and 15 from SP. Congress can boast of a comparatively cleaner record in this regard with three of its 100 candidates having criminal records.","new delhi:"
"427","Manipur Election 2017: How To Check Constituency-Wise Voter List Online","                             The first phase of the Manipur assembly elections will take place today. Thirty eight out of 60 assembly seats will go to polls in this phase.

The election is billed as a major test for Chief Minister Okram Ibobi, who is fighting the anti-incumbency wave as his party completes 15 years in power in the state.

Star campaigners like Prime Minister Narendra Modi, Congress vice-president Rahul Gandhi and Home Minister Rajnath Singh held multiple rallies for this phase.","new delhi:"
"428","UP Elections 2017:  Voters' Name Deleted, Says BJP, Demands Probe","                             The BJP has moved the Election Commission seeking an inquiry into what they said was a ""large-scale deletion"" of names of eligible voters from electoral rolls in Uttar Pradesh. The state has already voted in five of the seven phases of the assembly elections, in which the party is hoping to wrest power from the ruling Samajwadi Party.

A BJP delegation led by Union Minister Mukhtar Abbas Naqvi submitted a memorandum to the Election Commission, contending that there has been a large-scale deletion of names of genuine voters. This, the memorandum said, was a clear violation of the constitutional guarantees to citizens.

""The commission may institute an inquiry into such state-wide and unauthorised deletion of valid voters from the electoral rolls, fix responsibility and institute prosecution of officials responsible,"" the party said in the memorandum.

The BJP has claimed that it received complaints from almost every assembly constituency in Uttar Pradesh that the names of voters have been deleted from the electoral lists without any advance warning.

The party also asked the Election Commission to ensure that all Electors Photo Identity Card holders be allowed to vote in the remaining two phases of the assembly polls. The phases 4 and 5 of the Uttar Pradesh Assembly elections will be held on March 4 and March 8. The results will be declared on March 11.

Of the five states going to polls in this round - Punjab, Goa, Uttarkhand, Manipur and Uttar Pradesh - the election in the last is considered the most crucial. The 403-seat assembly happens to the largest and is considered a dress rehearsal before the 2019 general election.

(With inputs from PTI)","new delhi:"
"429","UP Election 2017: 160 Of The 635 Candidates In Phase 6 Are Crorepatis","                             A total of 160 crorepati candidates are in the fray in the sixth phase of Uttar Pradesh assembly elections to be held on Saturday, according to a report. Also, 126 candidates have declared criminal cases against them, the report by UP Election Watch and Association for Democratic Reforms (ADR) that analysed the self-sworn affidavits of all 635 candidates from 78 political parties, including six national parties, five state parties, 67 unrecognised parties and 175 independent candidates who are contesting in the sixth phase of UP assembly elections.

Of the 635 candidates, 160 are crorepatis, the report released yesterday by the think-tank said.

The report said that 35 candidates out of 49 from BSP, 33 of 45 from BJP, 28 of 40 from SP, 6 of 10 from INC, 8 of 36 from RLD and 23 of 175 Independent candidates have declared assets worth more than Rs 1 crore. The average assets per candidate, contesting in the sixth phase of UP assembly election, is Rs 1.59 crore.

The three richest candidates contesting in the sixth phase are from BSP. Shah Alam Urf Guddu Jamali has total assets worth over Rs 118 crore followed by Vinayshankar (over Rs 67 crore) and Aijaj Ahmad (over Rs 52 crore), the report said.

A total of 168 candidates have not declared their PAN details, it added.

The report further said that out of 635 candidates analysed, 126 have declared criminal cases against themselves.","new delhi:"
"431","Manipur Election 2017: Key Candidates Contesting In Phase 1","                             The first of two-phase election for Manipur assembly takes place today. The state's 38 constituencies go to poll today. The remaining 22 constituencies go to the polls on March 8. Chief Election Officer VK Dewangan said all preparations have been made to conduct incident-free polling in the 1,643 polling stations in these constituencies. There are 168 candidates in the fray for these polls. The Bharatiya Janata Party (BJP) is the only party contesting all 60 seats in the entire state. The ruling Congress fielded 59 candidates. The current chief minister, Okram Ibobi Singh is from Congress who has been leading Manipur assembly for three terms.

Among key candidates contesting today, are Speaker of Manipur Legislative Assembly, Thokchom Lokeshwar Singh from Khundrakpam, Nongthombam Biren Singh from the BJP and the Chief Minister's nephew Okram Henry. BJP's state President Thounaojam Chaoba Singh also fights election today.

Votes will counted for Manipur's elections on March 11.
","new delhi:"
"432","Uttarakhand Elections 2017: Congress Demands FIR Against PM Modi, BJP Leaders For Model Code Violation","                             The Congress today asked the Election Commission to register an FIR against Prime Minister Narendra Modi and other BJP leaders for alleged model code violation by holding a rally at Haridwar without permission from the election panel.

A delegation of the Congress party, led by AICC general secretary Ambika Soni and Uttarakhand Chief Minister Harish Rawat, and other leaders also demanded an investigation into the alleged pumping of crores of rupees into the state election.

It urged the Commission to ensure that no postal votes cast after the designated time of 5.00pm in the Uttarakhand Assembly polls on February 15 be counted.

""We would like to submit that breach of Model Code of Conduct (MCC) was committed by Narendra Modi ji himself, amongst others, and an FIR should be filed against the perpetrator amongst others,"" the delegation said in a memorandum submitted to the poll body.

The delegation maintained that the EC should immediately instruct the State Election Commission to file an FIR against Prime Minister Narendra Modi, J P Nadda, Ramesh Pokhriyal Nishank (MP), Madan Kaushik (local candidate) and other BJP leaders and party candidates who addressed/participated in the election rally for alleged ""breach of MCC which can be clearly seen from the material available in public domain"".

""The EC should also launch a probe into the pumping of huge amount of unaccounted cash during election by the BJP. Besides, the poll body should ensure that no postal votes be counted, which were cast after the designated time of 5.00pm on 15.2.2017,"" the memorandum stated.

Ms Soni and Mr Rawat told the Commission that during the election campaigning in Uttarakhand, Mr Modi held a public rally in Haridwar on February 10, without the requisite permission from the poll watchdog and thus violated the MCC.

They said, on bringing the matter to the notice of Chief Election Officer of Uttarakhand and other authorities, a showcause notice was issued and since the ""BJP had failed to convince the EC through its reply, the commission had filed an FIR against the Haridwar Unit of BJP.""","new delhi:"
"439","UP Election 2017: Fifth Phase Candidate Include 168 Crorepatis, 117 With Criminal Cases","                             In phase five of Uttar Pradesh Assembly elections on Monday, a total of 168 crorepati candidates are contesting and 117 have declared criminal cases against themselves, a report released on Friday said.

UP Election Watch and Association for Democratic Reforms (ADR) have analysed the self-sworn affidavits of 612 out of 617 candidates from 75 political parties, including 6 national parties, 4 state parties, 65 unrecognized parties and 220 independent candidates, who are contesting in the fifth phase to be held on February 27.

As per the report, out of 612 candidates, 168 (27 per cent) are crorepatis. Among crorepati candidates party-wise, 43 out of 51 are from BSP, 38 of 51 from BJP, 32 of 42 from SP, 7 of 14 from the Congress, 9 of 30 from RLD and 14 of 220 Independent candidates have declared assets worth more than Rs 1 crore, the report released today by Delhi-based ADR said.

The average assets per candidate contesting in the fifth phase of polls is Rs 1.56 crore.

ADR said that among major parties, the average assets per candidate for 14 INC candidates is Rs 4.40 crore, 51 BJP candidates (Rs 4.64 crore), 51 BSP candidates (Rs 4.16 crore), 42 SP candidates (Rs 3.48 crore), 30 RLD candidates (Rs 2.20 crore) and 220 independent candidates (Rs 44.96 lakh).

The three richest candidates contesting in the fifth phase are Ajay Pratap Singh of BJP with total assets of over Rs 49 crore, followed by Ameeta Singh of INC (over Rs 36 crore) and Mayankeshwar Sharan Singh also from BJP (over Rs 32 crore), it said.

A total of 156 candidates have not declared their PAN details. Also, 365 out of 612 candidates have not declared income tax details.

Moreover, out of 612 candidates analysed, 117 have declared criminal cases against themselves, it said.

On educational qualification of candidates, ADR said 266 have declared their qualification to be between 5th and 12th, while 285 have declared themselves as graduates or above, 38 candidates have declared themselves to be just literates while 9 are illiterates.

The report also said that 429 candidates have declared their age to be between 25 and 50 years, while 181 between 51 and 80 years. Two candidates have not disclosed their age. In the fifth phase, 43 women candidates are contesting the polls.

(This story has not been edited by NDTV staff and is auto-generated from a syndicated feed.)","new delhi:"
"442","UP Election 2017: Key Candidates Contesting In Phase 4","                             Fifty three assembly constituencies of the 12 districts of Uttar Pradesh will vote in the fourth phase scheduled for February 23. Prime Minister Narendra Modi, Chief Minister Akhilesh Yadav and BSP supremo Mayawati were among the high profile politicians who campaigned for phase 4. Assembly segments in Congress President Sonia Gandhi's Raebareli Lok Sabha constituency will also go to polls in this phase.

Other districts going to polls in the fourth phase are Mahoba, Pratapgarh, Kaushambi, Jalaun, Jhansi, Hamirpur, Lalitpur, Banda, Allahabad, Chitrakoot and Fatehpur.

680 candidates representing various political parties will try their luck in the elections.","new delhi:"
"450","Uttar Pradesh Election 2017: BJP Tops List Of Candidates With Criminal Cases In Phase 4","                             Campaigning for the fourth phase of UP assembly elections has come to an end. Fifty three Assembly constituencies of the 12 districts of Uttar Pradesh will vote in the fourth phase on February 23.","new delhi:"
"451","UP Election 2017: BSP Tops The List Of Candidates With Criminal Cases In Phase 5","                             The fifth phase voting will be held for 51 seats in 11 districts today. The districts include Amethi, Sultanpur, Ambedkar Nagar (considered in central UP), and Bahraich and Shravasti in Terai region. This phase of Uttar Pradesh Assembly elections 2017 will witness the participation of over 1.84 crore voters which include 96 lakh women.

Out of 608 candidates contesting in phase 5, 117 candidates have declared criminal cases against them. The Uttar Pradesh Election Watch and Association for Democratic Reforms (ADR) have analysed the self-sworn affidavits of 612 from 75 political parties, including 6 national parties, 4 state parties, 65 unrecognized parties and 220 independent candidates.

BSP tops the list with 23 candidates, followed by BJP who have 21 candidates with criminal cases against them.

Here is a breakdown of candidates with criminal cases for the fifth phase of the Uttar Pradesh election 2017:
","new delhi:"
"455","As Doubts About Rahul Gandhi Grow, Leaders Wonder 'Who Will Bell The Cat?'"," HighlightsCongress suffered a loss in the Maharashtra and Odisha local polls
Officially, they blame infighting and lack of resources for the loss
The party has been losing state after state since the 2014 Union polls
                                The knives are out in the Congress party after it suffered another electoral debacle in the local elections of Maharashtra and Odisha. Officially, the party blames infighting and the lack of financial resources for its poor performance. However, senior leaders within the Congress party have now begun to question the abilities of party vice president Rahul Gandhi - albeit in hushed voices.

Sources say, they are waiting for the outcomes of the ongoing elections in five states before raising the pitch of those questions. The big question, as one senior Congress leader says, is ""Who will bell the cat and question him?""

After the party's worst performance in the Lok Sabha elections in 2014, Rahul Gandhi has taken the lead and tried to rebuild and campaign for the party across the country. But the results have been far from encouraging. The party has been losing state after state and has been virtually wiped out across the country.

Senior leaders in the party say there is no gameplan or strategy put forth on how to take on the Narendra Modi-led BJP government. Leaders, who requested not to be named, say Rahul Gandhi's attacks have been a non-starter and the recent victory of the BJP in Maharashtra and Odisha will have its impact on the last phase of voting in Uttar Pradesh. They also feel the long-awaited reshuffle will really bring little to the table as accountability and performance have never been the yardstick for the Mr Gandhi's leadership. The demand will, now, once again focus on whether Rahul Gandhi will be made the Congress president and his sister, Priyanka Gandhi Vadra, play a more pro-active role.

Either way, the Gandhis are well aware that come March 11, any further political reversals will not only mean a big question mark on the Congress but particularly the abilities of party vice president Rahul Gandhi.","new delhi:"
"459","Assembly Election 2017: Cash, Liquor Seizure Go Through The Roof In 2017","                             The seizure of cash, besides liquor and drugs during the Assembly elections in Uttar Pradesh, Uttarakhand, Goa and Punjab this year has witnessed a huge jump from last polls.

Uttar Pradesh has seen record seizure of Rs 115.70 crore cash, 20.29 lakh barrels of liquor worth Rs 57.69 crore, and narcotics weighing 2,725 kg worth Rs 7.91 crore, as per the progressive data recorded till yesterday of seizure made by the Election Commission-appointed surveillance teams.

The comparative figures for the detection and seizure of these illegal inducements in UP during the 2012 Assembly polls stood at Rs 36.29 crore cash and over 3,073 litres of liquor worth Rs 6.61 lakh.

A similar massive increase in seizure has also been noticed in Uttarakhand, where single-phase polls ended early this month, as Rs 3.40 crore suspected cash, 1.01 lakh litres liquor worth Rs 3.10 crore and over 81 kg of drugs worth Rs 37.88 lakh have been seized by these teams till now.

Polling in one seat (Karnprayag) of the state has been postponed as a candidate had died.

The comparative figures for seizure in the hill state during 2012 stood at Rs 1.30 crore cash, 15,151 litres of liquor worth Rs 15.15 lakh among others.

In Punjab, where the polls have ended now, the cash seizure this time stood at Rs 58.02 crore as compared to Rs 11.51 crore last elections, 12.43 lakh litres of liquor worth Rs 13.36 crore as compared to over 3,2978 litres worth Rs 2.59 crore and 2,598 kg drugs worth Rs 18.26 crore as compared to 53 kg worth Rs 54 crore during the 2012 Assembly polls.

Goa too has witnessed a similar trend with Rs 2.24 crore cash being seized at the end of one-phase polls on February 4, over 76,000 litres liquor worth Rs 1.07 crore.

The cash seizure in the beach state during last polls was a mere Rs 60 lakh while the drugs and liquor seizure was very less. The comparative figures of the seizure for Manipur, where polls will be held next month, could not be obtained.

""It looks like demonetisation has not affected those who deal in black money and other illegal inducements used to lure the voters before and during the polls season.

""The surveillance teams are, however, on their toes to thwart these efforts as much as possible,"" a senior Income Tax department official, involved in these operations, said.

The counting of votes for all the five states will take place on March 11.

(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)","new delhi:"
"461","How To Watch PM Narendra Modi's 'Mann Ki Baat'","                             Prime Minister Narendra Modi will address the nation through his monthly radio programme 'Mann Ki Baat' on February 26. The prime minister had dedicated the last episode of his radio programme to students and had advised them to prepare well for the board exams. ""A happy mind is the secret for a good mark sheet,"" the Prime Minister said during the programme - his first radio address of the New Year. The edition to be aired on Sunday will be the 29th installment of the radio programme.

Q:How can I watch live broadcast of Mann ki Baat 2017?

Ans:The 'Mann ki baat' will be streamed live on NDTV.com.","new delhi:"
"464","Uttar Pradesh Elections 2017: Congress Veteran Sheila Dikshit Clarifies On 'Immature' Rahul Gandhi Remarks","                             Former Delhi Chief Minister Sheila Dikshit has taken an U-turn on her earlier remarks on Vice-President Rahul Gandhi, asserting that he has ""the sensitivity of a mature leader"". The explanation came as a riposte to BJP President Amit Shah's barbs questioning her assessment of Mr Gandhi as ""still not mature and needs some time,"" and this despite handing him over the charge of a complex state like Uttar Pradesh.

""Please remember Rahul is still not mature, his age does not allow him to be mature. He is what... in his forties. Please give him time,"" Ms Dikshit had said in an interview to The Times of India on Thursday.

Her comments were quickly lapped up by BJP President Amit Shah, who did not waste any time to ridicule Mr Gandhi saying, ""immature Rahul should be kept at home"" instead of being sent to Uttar Pradesh.

With ""Don't twist my words"" hashtag, Ms Dikshit took to the Twitter on Friday to clarify her comments.

""Rahul has the sensitivity and concern of a mature leader. His words are those of a young, courageous and restless man,"" she stressed.

BJP president had taken a jibe at Congress at his election rally in Azamgarh on Friday saying, ""If he (Mr Gandhi) is not mature enough, why has he been imposed upon Uttar Pradesh? Is this a political laboratory or learning ground for someone?"" Mr Shah stressed that UP's problems require ""men of steel"" to solve them.

""The problems of Uttar Pradesh can be solved only under the leadership of Prime Minister Narendra Modi,"" Mr Shah had said with confidence. ","new delhi:"
"466","UP Elections 2017: Manoj Tiwari's Chopper Makes Emergency Landing In Pratapgarh","                             Delhi BJP chief Manoj Tiwari had a narrow escape on Tuesday when his helicopter landed under emergency conditions following a technical problem in Pratapgarh, where he had gone to campaign for his party in UP Assembly polls.

The incident happened around 4 pm, when Mr Tiwari was heading to Pratapgarh to address an election meeting in favour of BJP-Apna Dal candidate Sangam Lal Gupta, and had to land about few kilometres before the designated landing site.

""The helicopter developed some technical problem and its fuel was leaking. As it was reaching near the landing site in Snadwa Chandika (Pratapgarh) around 4 PM, the pilot had to make an emergency landing,"" Mr Tiwari told PTI over phone.

The pilot managed to successfully land the helicopter and everyone is safe, he added.

Delhi BJP media incharge Praveen Shankar Kapoor also said that the helicopter, in which Mr Tiwari was flying with his team, had to force land in Pratapgarh after technical problem, and they are safe.

Mr Tiwari addressed the election meeting and later headed to Varansi by road.

The helicopter, used by Mr Tiwari was hired by BJP for campaigning in the UP elections, was standing there.

The Delhi BJP president has been actively engaged in the party's campaigns in poll-bound states. He had addressed two election meetings each in Allahabad and Pratapgarh on Tuesday.

(This story has not been edited by NDTV staff and is auto-generated from a syndicated feed.)","new delhi:"
"470","How BJP's UP Win Will Impact Presidential Election. Numbers Explained"," HighlightsPresidential Election is due in July this year
President is elected by Electoral College - formed by 776 MPs, 4120 MLAs
BJP's huge win in UP will also improve the party's tally in Rajya Sabha
                                The BJP's electoral tsunami in Uttar Pradesh will not just dramatically change the party's numbers in the assembly but will have an immediate impact on the next Presidential elections in July when President Pranab Mukherjee completes his term.

For National Democratic Alliance or NDA the path to having its nominee elected as the next President has become much easier after the BJP and its allies won 325 lawmakers in UP, 57 in Uttarakhand and impressive 21 in Manipur. Since the results, the BJP has announced it is all set take charge in the state, claiming it has support of 31 legislators.

The President of India is elected by an electoral college that's formed by 776 parliamentarians and 4,120 legislators. The total strength of the electoral college is 10,98,882 votes and the halfway mark is 5,49,442 votes.

The NDA is now short of only about 25,000 votes and friendly parties like the Biju Janata Dal, AIADMK can easily bridge the deficit. But hours after its landslide, party president Amit Shah played down the numbers edge in the run up to the Presidential polls.

""The Electoral College is there and it will do its job,"" Mr Shah told reporters.

Next year, these results will also change the dynamics in the Rajya Sabha where the NDA government is in minority. In August 2018, 10 Rajya Sabha members of UP including BSP chief Mayawati will retire.

Of these 10 vacancies, majority will go to the BJP. The Bahujan Samaj Party, with just 19 lawmakers in a house of 403, will struggle to get Mayawati re-elected to the Rajya Sabha.

Overall 58 members will retire next August and the BJP is expected to get at least half of these seats.

But the numbers don't seem to deter the Congress. ""Yes, these numbers will give them the confidence but election arithmetic is different from raising people's issue,"" said PC Chacko, senior member of the party who's now overseeing the party's preparation for civic polls in Delhi next month.

Mr Chacko says it is their pressure that ""forced the Modi government to go back on the Land Acquisition Bill or more recently the issue of making Aadhar mandatory to avail benefits of the Midday meal scheme.""

""We will continue to oppose the Government where it is necessary,"" Mr Chacko said.","new delhi:"
"471","Laddoo In Hand, Amit Shah Sets The BJP A New Target"," HighlightsAmit Shah sets new target for party workers - 2019 Lok Sabha polls
BJP's outreach program to focus on youth, Dalits 
Rajnath Singh proposed thanking voters of states where election was held
                                The taste of victory is sweet and the BJP wants more. At a weekly meeting of lawmakers on Thursday, party president Amit Shah offered a laddoo from the famous Tirupati temple in Andhra Pradesh's Chittoor to Prime Minister Modi - brought by a lawmaker as blessings of Lord Balaji - and immediately informed his colleagues that they begin preps for he BJP's next big target, the 2019 Lok Sabha polls.

The party will hit the ground running. It has planned a week-long outreach programme to mark Dalit icon Bhim Rao Ambedkar's birth anniversary on April 14. The celebrations, which will start on April 6, the BJPs' foundation day, will be held in every panchayat ward in the country in an attempt to reach out to the Dalit community.

PM Modi has also asked party leaders to give a boost during that week to digital payment platform BHIM - short for Bharat Interface for Money which he dedicated to Ambedkar - by educating the masses about it, Parliamentary Affairs Minister Ananth Kumar told reporters.

The laddoos, enough for all, celebrated the BJP's spectacular performance in assembly elections this weekend. The party has swept crucial Uttar Pradesh and also Uttarkhand and has managed to install governments it leads in Goa and Manipur. At today's meeting of party MPs, the architects of the wins, Prime Minister Narendra Modi and Amit Shah were felicitated. The BJP has pegged the election results as a victory of PM Modi's leadership and the people's verdict on his ban on 500 and 1000 rupee notes in November, aimed at eliminating tax evasion.","new delhi:"
"472","'BJP Stealing Elections In Goa, Manipur,' Says Congress' P Chidambaram","                             As the BJP claims to form governments in two states - Goa and Manipur - where it stood second to the Congress, former finance minister and the senior Congress leader P Chidambaram said, the ""BJP is stealing elections in Goa, Manipur"".

""Party that comes second has no right to form government,"" he tweeted this morning.

The response comes a day after the BJP announced that it is all set to form government in Goa and Manipur, claiming it has support of majority legislators.

Manohar Parrikar, who will take oath as Goa Chief Minister tomorrow evening, met with Governor Mridula Sinha on Sunday and was invited to form the government. Mr Parrikar today said that he has resigned as union Defence Minister.

Accusing the BJP of ""murdering the democracy"", Congress' Priyanka Chaturvedi said, ""Mr Parrikar did not even contest election...no one knows if he is popular among the people of Goa... this is murder of democracy in broad day light.""

Rejecting the allegation, BJP leader GVL Narsimha Rao said, ""We secured 4 per cent more popular votes than the Congress, we also have legislative majority to form government... they (Congress) don't have.""

Goa has 40 seats of which the Congress won 17, falling short of the magic number 21. The BJP, which is the incumbent, won 13. Many regional parties have extended their support to the BJP in Goa on a condition - Mr Parrikar will lead the government.

In Manipur, the BJP claims to have support of 31 legislators after scoring 21 seats in 60 seats assembly. Congress got the maximum seats - 27.

""We have letters of 30 MLAs and the 31st will send a letter to the Governor,"" said Himanta Biswa Sarma, who had joined the BJP from the Congress.

G Gaikhangam, Deputy Chief Minister of Manipur, said: ""The Chief Minister (Okram Ibobi) has staked claims (to form government)... we are the single largest party we should be invited first to take a floor test.""

Mr Chidambaram comment comes a day after he acknowledged PM Narendra Modi as ""the most dominant political leader"" in the country.

PM Modi exhaustive campaign in UP won the BJP the strongest result for any party since 1977 in India's politically most-strategic state. The BJP won all but 76 of the state's 403 seats.","new delhi:"
"476","On UP And Other Chief Ministers, BJP Leaves Final Call To Amit Shah"," HighlightsA group of observers have been named for UP, Uttarakhand, Manipur and Goa
The BJP's parliamentary board had a two-hour long meeting on Sunday
The meeting was held after a victory celebration by the party in Delhi
                                BJP chief Amit Shah will take a final call on who would be the Chief Minister in Uttar Pradesh and Uttarakhand - the two states the party won - and Manipur and Goa, where it is trying to stitch together a majority. The decision came after a two-hour meeting of the party's parliamentary board, which was attended by Prime Minister Narendra Modi, called specially to discuss the way forward after election results of the five states that were announced yesterday.

The party has named a group of observers who would visit the four states and report back to Mr Shah, said Union Minister JP Nadda.

Union Minister M Venkaiah Naidu and party general secretary Bhupendra Yadav will be observers for Uttar Pradesh, Union Minister Narendra Singh Tomar and general secretary Saroj Pandey will head for Uttarakhand. Union Minister Piyush Goyal and party vice president Vinay Sahasrabuddhe will go to Manipur, Mr Nadda said.

Union minister Nitin Gadkari is already in Goa as an observer, where Union Minister Manohar Parrikar is expected to be sworn in as the Chief Minister. Not only the local BJP unit has demanded that the defence minister come back to lead them, two smaller parties have said they would support the BJP if Mr Parrikar was at the helm of the government. The BJP, which won 13 seats in the 40-member assembly, says it has secured the support of eight legislators to stake claim to form government.

In Uttar Pradesh, which has given a thumping mandate to the BJP, the contenders for the top post include state party chief Keshav Prasad Maurya, Lucknow Mayor Dinesh Sharma, Union Minister Manoj Sinha and BJP national secretary Sidharth Nath Singh.

The meeting was held after a victory celebration by the BJP, with PM Modi getting off his car and walking the last stretch to the BJP office amid a shower of flower petals and slogan-shouting by ecstatic supporters. He also addressed the people after reaching the party headquarters.","new delhi:"
"477","Arvind Kejriwal Alleges EVM Tampering. Do Vipassana, Says Harsimrat Kaur"," HighlightsArvind Kejriwal said 20-25% of AAP votes transferred to Akali-BJP combine
EVMs banned by nations abroad as they can be tampered with, he said
Mr Kejriwal has called for use of ballot papers in Delhi municipal polls
                                Delhi Chief Minister Arvind Kejriwal today raised questions about the Electronic voting machines in the Punjab assembly polls, saying 20 per cent to 25 per cent of AAP votes were transferred to the Akali-BJP coalition which was in power in the state. The number of votes polled by his party were far less in some areas than the number of volunteers the party, he said, adding the results fly in the face of predictions by several exit polls and political experts.

Union Minister Harsimrat Kaur Badal, daughter in-law of Akali Dal Chief Parkash Singh Badal, was quick to hit back. ""He (Kejriwal) has lost his mental balance so he is saying things like this. He did not say anything when AAP had won 67 seats in Delhi... He should do vipassana,"" she told reporters.

In his first interaction with the media after the results of the assembly elections were declared, Mr Kejriwal said his party was expected to win the elections. ""What then, went wrong? There was no word of Congress coming to power... yet they swept the elections... really don't know how that happened,"" he said.

The Congress had won 77 of Punjab's 117 seats. All exit polls had predicted a hung house for Punjab - the poll of exit polls had suggested that Mr Kejriwal's Aam Aadmi Party would be neck and neck with the Congress.

Electronic Voting Machines, Mr Kejriwal said, had been banned by some nations abroad because they can be tampered with. To conduct free and fair polls in India, they should be discontinued. ""Our Supreme Court had said in the past that it is possible to tamper with EVMs. I'm not saying this, the Supreme Court said this,"" he said.

Citing an example, Mr Kejriwal said, ""In (Punjab's) Shri Govindpur we got 1 vote... there are 5 volunteers who swear they voted for us... similar instances across the state... where did all the votes go? There is something seriously wrong.""

Mr Kejriwal demanded that the votes registered in the EVMs be compared with the VVPAT trail (voter-verified paper audit trail) in nearly 32 places in Punjab. ""It is about the credibility of the Election Commission and the faith of people in the electoral system. We have strong prima facie evidence of foul play,"" he said.

After the BJP's sweeping victory in the Uttar Pradesh Assembly Elections and the dismal performance of her own party, Mayawati had called for a switch to ballot papers, alleging that EVMs or Electronic Voting Machines, make rigging easy.

Mr Kejriwal has called for the use of ballot papers in the coming municipal elections in Delhi - a request that has been turned down by the Election Commission, which said such a change requires more time than it at hand. The civic elections are due on April 22.","new delhi:"
