"","Headline","article","location"
"371","Punjab Election Results 2017: Navjot Singh Sidhu's Prediction For Punjab Is...","  ","highlightsnavjot sidhu junks poll predictions that said congress, aap neck in neck
can't decide based on exit polls that have a 20,000 sample size: sidhu
he said aap will get 40 seats and akali-bjp won't get more than 10
                                navjot singh sidhu, who joined the congress days before the punjab assembly elections, has junked exit poll predictions that say his party is in a neck and neck race with the aam aadmi party for the number 1 spot in the state, where poll results will be announced today."
"372","How To Check The Results Of Manipur Assembly Elections 2017"," 

Q. How to find last election's results?

Ans.For easy comparison of where the parties stand with regard to each constituency and all the statistics, click here.","the exit polls for the recently concluded assembly elections in five states - uttar pradesh, uttarakhand, goa, punjab and manipur - are out. exit polls on manipur suggest a marginal lead for the ruling congress government in the state. neither the congress nor the bjp is likely to get outright majority in the state's 60-member assembly, as per exit polls.

the congress has been in power in the state for three straight terms. the poll of exit polls predicts 26 seats for the congress and 24 for the bjp in the 60-member assembly. a party needs to have 31 nseats to form the government.

the india-tv-c voter poll gives the bjp 25 to 31 seats, while predicting 17 to 23 seats for the ruling congress.

the india today-axis survey predicts 30 to 36 seats for the congress. the bjp, it says, will get between 16 and 22 seats.

chief minister ibobi singh has been worried about the bjp presence in the state. the bjp, which had failed to win a single seat five years ago in the 60-member manipur assembly, has proved to be a major concern for the congress, that has witnessed many of its leaders shifting loyalties to the bjp. many of the leaders who joined the party belong to the kuki tribe - traditionally a congress support base - who control the hill areas. also, ibobi singh's decision to bifurcate seven districts has only alienated the nagas.

exit polls, of course, often get it wrong and the actual results will only be known on saturday, march 11, when votes are counted in uttarakhand, uttar pradesh, punjab, goa and manipur are known.

q. how to watch the manipur assembly election results?

ans.the election results will streamed live on ndtv.com from 8 am, where you can watch detailed analysis by election guru prannoy roy and live reporting from the states.

q. how to track the results online?

ans. the one-stop shop for results from each constituency, the fate of individual candidates and what's going on in the newsroom is here."
"373","Punjab Election Results 2017: Who Will Win - AAP Or Congress?",NA,"will aam aadmi party (aap) bring an end to shiromani akali dal-bharatiya janata party (sad-bjp)? while five exit polls called it a close fight between the congress and the debutant aap, all speculation will come to an end once the election results are announced on saturday, march 11. counting of votes for 117 assembly seats in punjab will begin at from 8 am at 54 centres in 27 locations across the state. according to a spokesperson from the election office, live election results will be telecast on tv screens at district election offices, prominent public places and malls. poll results will be updated on the election commission's website at regular intervals.

the exit polls further predicted an end to the ruling alliance. according to former cricketer navjot singh sidhu, who joined the congress days before the punjab assembly elections, aap will get around 40 seats and the sad-bjp alliance about 10. however, chief minister parkash singh badal claimed that his current alliance will win 72 seats. the aap is also confident of bagging over 90 seats.

a total of 1,145 candidates are contesting in the elections. more than 14,000 officials have been deployed at 54 counting centres. except for election observers, no one else will be allowed to carry mobile phones inside the counting centres.

counting for five assembly elections - uttar pradesh, punjab, uttarakhand, goa and manipur - will begin 8 am tomorrow morning. by 12 noon, a final picture could emerge on who would be the major players in the five states.

(with agency inputs)"
"375","How To Check The Results Of Uttarakhand Assembly Elections 2017"," The BSP legislators also played a crucial role last year, helping the Harish Rawat government survive a trust vote after a number of Congress legislators rebelled against him.

None of the exit polls today show the BSP winning a seat this year. The party had won 3 seats in 2012.

Ahead of the elections, several Congress leaders joined the BJP, which fielded them despite challenge from local leaders. The strategy seem to have paid off if the exit polls are to be believed. Two out of four exit polls showed the BJP scoring a big win in the state, one shows the party ahead while one shows a repeat of 2012, when the party was neck and neck with the Congress.

Exit polls, of course, often get it wrong and the actual results will only be known on Saturday, March 11, when votes are counted in Uttarakhand and four other states, Uttar Pradesh, Punjab, Goa and Manipur are known.

Q. How to watch the Uttarakhand assembly election results?

Ans.The election results will streamed live on ndtv.com from 8 am, where you can watch detailed analysis by election guru Prannoy Roy and live reporting from the states.

Q. How to track the results online?

Ans.The one-stop shop for results from each constituency, the fate of individual candidates and what's going on in the newsroom is here.

Q. How to find last election's results?

Ans.For easy comparison of where the parties stand with regard to each constituency and all the statistics, click here.","the assembly elections in uttarakhand was seen as a direct contest between the ruling congress and the bjp. three exit polls have predicted that the bjp will get a landslide victory in the 70-member assembly, while a fourth poll shows the bjp and the congress tied. the aggregate -- the poll of exit polls -- shows the bjp decisively winning the hill state. a party needs to get 36 seats to form government in the 70-member hill state.

the 2012 elections had thrown up a hung assembly, with the congress winning 32 seats and the bjp 31. the congress got help from mayawati's bsp, independents and others to cross the majority mark. "
"376","How To Check Uttar Pradesh Assembly Election Results 2017"," 
Ans. We too lean on our rich database of election results to produce the news reports. We have put out some of it here in an easy to navigable format. Click here to access the historical election results.","the exit polls for the just-concluded five state elections - uttar pradesh, uttarakhand, goa, punjab and manipur - are out. by and large, an aggregate of the poll of exit polls suggests the bjp - that hopes to ride to power on prime minister narendra modi's popularity and contested the election without a chief ministerial face - has a clear advantage in uttar pradesh but the numbers fluctuated widely, ranging from a low of 155 to (india tv - c voter) to a high of 279 (india today - axis). if the election results are along these lines, it would indicate that the samajwadi party-congress tie-up that akhilesh yadav hoped would help him retain the chief minister's chair, did not work.

but did they get it right?

exit polls, of course, often get it wrong and the actual results will only be known on saturday, march 11, when votes are counted in uttarakhand and four other states, uttar pradesh, punjab, goa and manipur are known.

there is only one way to know the answer: when the election commission starts counting the votes in the electronic voting machines - that have been stored away in strong rooms with a double lock - on march 11, beginning from 8 am. the early trends for the uttar pradesh elections are expected to emerge within an hour or two.

there are different ways in which you can keep track of the election results online, depending on how you want to stay on the top of the big news of the day.

q. how do i check the up election results online?

ans.the easiest way to get the big picture about the up poll results is to click this link. it takes you to the biggest, and the latest stories on the up elections. and then some more.

q. can i watch live coverage online on the up election results 2017?

ans.of course. if you want to watch the analysis of the poll outcome and get the latest results in one place, click here to watch the discussions.

q. but i want to see how different political parties, say the congress and samajwadi party, fare in previous elections too. how do i find election results from previous elections?
"
"378","UP Election Results 2017: Three-Ring Security At Counting Centres Tomorrow",NA,"tight security arrangements are in place for the counting of votes tomorrow for 403 assembly seat in uttar pradesh. officials said three-ring security is in place and 20,000 personnel from central forces have been posted in the state.

in addition to general observers, a micro-observer will be present at every counting table, officials say.

only central paramilitary forces will be deployed inside the counting centres. the local police will guard the outer circle and armed forces from other states will be around the centres to prevent the entry of any ""unauthorised"" persons.

a total of 78 counting centres have been set up in the state.

in three districts of amethi, azamgarh and kushinagar, two counting centres each have been set up.

as part of its strict rules for counting centres, the election commission has banned mobile phones inside them.

local police force shall be stationed at first point of entry to check those entering the centres.

a senior magistrate will be posted at the entrance to control the crowd and regulate the entry, say officials.

the election commission has said a 100-metre area around a counting centre should be demarcated as a pedestrian zone and no vehicles should be allowed within this perimeter.

additional cctv cameras will be installed to monitor the carrying of evms or electronic voting machines from strong rooms to the counting hall.

uttar pradesh votes in seven rounds in polls that started on february 11 and ended on march 8. votes will also be counted at uttarakhand, punjab, goa and manipur."
"380","How To Check The Results Of Punjab Assembly Elections 2017"," 

Whether the exit polls were right or went wide off the mark can be known only on Saturday, March 11, when the votes for all five states that went to polls - Uttar Pradesh, Punjab, Goa, Uttarakhand and Manipur - will be counted.

Q. How to watch the Punjab assembly election results?

Ans. The election results will streamed live on ndtv.com from 8 am, where you can watch detailed analysis by election guru Prannoy Roy and live reporting from the states.

Q. How to track the results online?
","the punjab assembly elections are seen as a test of the aam aadmi party's plans to expand beyond delhi. for the congress and its chief ministerial candidate amarinder singh, it is a chance to gain power in a state where it has out of power for a decade. the ruling akali-bjp combine, meanwhile, is trying to gain a third consecutive term in face of opposition claims of corruption and anti-incumbency.

but the four-cornered contest has not thrown a clear verdict, exit polls have said. the congress came neck and neck with the aap, says the poll of exit polls. two polls show the congress winning, the other shows aap ahead. two exit polls say the parties will be neck-and-neck. the aggregate puts the congress ahead only by two seats and predicts a hung house. it also says the akali-bjp alliance will be trounced with only 19 to 27 seats."
"381","ï»¿links",NA,"articles"
"383","PM Narendra Modi To Cover Wider Area In Today's Varanasi Road Show","                             Prime Minister Narendra Modi will hold a road show today in support of local BJP candidates and later address a rally as he pulls out all the stops ahead of the last phase of the Uttar Pradesh assembly polls on March 8. The events would follow massive back to back road shows held by PM Modi and UP Chief Minister Akhilesh Yadav and Congress vice president Rahul Gandhi through the holy city today.

The BJP leaders said Mr Modi's road show today will cover a different and much wider area during which the party candidates would accompany him.

Yesterday, Mr Modi paid obeisance at the historic Kashi Vishwanath and Kaal Bhairav temples as part of his mega road show.

The campaign led by Mr Modi in the city underlines the stake the BJP has in the Prime Minister's Lok Sabha constituency where it had won three of the five assembly seats in 2012. The Samajwadi Party had won the remaining two.

However, what is significant is that the SP and the Congress, both allies now but rivals five years back, had together polled more votes than the BJP in two of the three seats it had won.

With Mr Modi now representing Varanasi in the Lok Sabha, his party is doing all it can to put up a commanding performance.

A host of Union ministers and top BJP leaders led by Amit Shah have been camping here to lead the party's campaign for the last phase of polls.

The Prime Minister will stay in Varanasi overnight and hold more public events tomorrow.

As many as 40 seats will go to the polls in the last phase of the UP elections on March 8. The results will be out on March 11.","varanasi:"
"385","Manipur Elections 2017: Key Candidates Contesting In Phase 2"," Heavyweights - Phase 2Const NoConst NameCand NamePartyProfile14031ThoubalOkram Ibobi SinghCongChief Minister","manipur will vote in its second and final phase of assembly elections today. ninety eight candidates will try their luck in the 22 constituencies that will vote in this phase. chandel, imphal east, senapati, tamenglong, thoubal, ukhrul districts will vote for manipur's next government today.

human rights crusader irom sharmila - also known as the 'iron lady' - will contest against chief minister okram ibobi singh in thoubal. mr singh's son is also contesting in this phase. surjakurnar okram has been fielded from khangabok. former churchill brothers skipper somatai shaiza is contesting on a bjp ticket from ukhrul. moirangthem okendro, the congress sitting mla and minister of education, is contesting from heirok.

campaigning for the second phase ended on monday. the first phase of polling on march 4, covering 38 constituencies, recorded a voter turnout of 84 per cent with record polling in the valley districts of imphal east, imphal west and bishnupur.

manipur governor najma heptulla has appealed to the electorate to come out in large numbers and exercise their fundamental rights.

polling will be held in 22 constituencies spread across the districts of thoubal, ukhrul, chandel, tamenglong and senapati and will cover 1151 polling stations.

the second phase of polling will decide the political futures of irom chanu sharmila and chief minister o ibobi singh.
"
"386","Can Team Akhilesh-Rahul Do Magic In UP? Here's What The Numbers Say"," HighlightsSamajwadi Party, Congress drew 43% vote share in 2012 UP polls
In 2014 general elections, BJP won equivalent of 337 of 403 seats
SP-Congress must retain core vote share of 36% to stand a chance in 2017
                                As chief minister Akhilesh Yadav seeks to be re-elected in Uttar Pradesh, will his Samajwadi Party's strategic alliance with the Congress help him in his bid? Yes, if the state votes like it did five years ago in the assembly elections of 2012. No, if it votes the way it did in the 2014 general elections.

In 2012, Akhilesh Yadav led his party to victory in UP, winning 226 of the state's 403 assembly seats. The Samajwadi Party got 29 per cent of the votes. The Congress, with 14 per cent vote share, had won 38 seats. In quite a few seats the Congress was second.

If the two parties had fought that election together as they are now, they would've won 43 per cent of the vote share, with the Samajwadi Party winning 270 seats and the Congress 82. It would have meant 88 more seats with a combined total of 352 - a landslide win.

The additional seats would have come mostly at the cost of Mayawati's BSP. Her party, which had won 80 seats in 2012, would've won only 20 seats if the SP and Congress had been partners then.
The 2014 general election, however, was a complete contrast. The BJP, which had won only 47 seats with its 15 per cent vote share in 2012, rode a Modi wave to win 71 of UP's 80 parliamentary seats along with ally Apna Dal, equal to 337 assembly seats.
If the Samajwadi Party, which got 20 per cent votes for five Lok Sabha seats or 42 assembly seats, and the Congress - eight per cent votes for two Lok Sabha seats (15 assembly seats) - had been partners in 2014, they would've together won the equivalent of 85 assembly seats, denting the BJP's number by about only 27 seats only.
","lucknow:"
"387","Manipur Elections 2017: Congress Has Highest Number Of Rich Candidates In Phase 2"," Party wise break up of Rich Candidates- Phase 2PartyTotal number of candidates analysed","the five-state elections will today come to an end with manipur voting in the final phase along with uttar pradesh, which will vote for the seventh and last phase today. the north-eastern state has 60 assembly constituencies, out of which 38 voted in the first phase of elections on march 4. the remaining 22 constituencies will vote today.

the campaigning for the first phase saw national leaders like prime minister narendra modi, congress vice-president rahul gandhi and home minister rajnath singh addressing multiple rallies throughout the state. during campaigning, there were bitter exchanges between the congress and the bjp over the ongoing economic blockade in the state and the naga peace accord.

at least 30 per cent candidates are millionaires, with congress topping the list as 10 of its 22 candidates declared assets of over rs 1 crore. a total of 29 candidates are crorepatis. the bjp has taken the second place as eight of its candidates are crorepatis.

according to data provided by the manipur election watch and association for democratic reforms (adr), five candidates out of the 98 analysed have wealth over rs 5 crore, eight over rs 2 crore and 34 over rs 50 lakh.

the average assets per candidate were found to be rs 1.33 crore. there is no candidate who has declared zero assets.

votes will be counted for manipur's elections on march 11.

to give you more on the candidates fielded by each party, here's a list of rich candidates in phase 2 of the manipur elections 2017, whose declared income and assets total over rs 1 crore.
"
"388","UP Elections 2017: List Of Candidates With Criminal Cases In Phase 7, SP Tops The List"," Party wise break up of candidates with declared criminal cases - Phase 7PartyTotal number of candidates analysed","uttar pradesh will vote in its seventh and final phase of the assembly elections today. the main contenders of leading parties did rigorous campaigning in the last leg of the elections in the state this week. prime minister narendra modi was in varanasi - his lok sabha constituency - for three days since saturday holding roadshows and election rallies. congress vice president rahul gandhi and samajwadi partyâ€™s akhilesh yadav also conducted rallies in the city. bsp chief mayawati was also a part of this high-octane campaigning in this key constituency which will be keenly watched today.

voting will be held in 40 assembly seats in seven districts. ghazipur, varanasi, jaunpur, chandauli, mirzapur, bhadoi and sonebhadra districts will be polling today. varanasi has five assembly seats.

a total of 1.41 crore voters, including 64.76 lakh women will vote in the final phase of the seven-phased up elections. as many as 14, 458 polling booths have been set up in this phase. in the 2012 assembly election, out of the 40 seats, 23 went to samajwadi party, five to bsp, four to bjp, three to congress and five to others.

according to the analysis by uttar pradesh election watch and association for democratic reforms or adr, 115 of the total 528 candidates have declared criminal cases, samajwadi party or sp has 19 such candidates, followed by 17 from bahujan samaj party or bsp. while bjp has 13 of 31 candidates with criminal cases against them, congress has five of nine candidates with declared criminal cases.

to give you more on the candidates fielded by each party, here's a list of candidates with criminal cases in phase seven of the up elections 2017.
"
"390","Final Phase Of Polling In UP, Manipur Today; PM Narendra Modi's Varanasi In Focus"," Highlights40 constituencies in Uttar Pradesh, 22 in Manipur vote today
Varanasi in Uttar Pradesh and Thoubal in Manipur in prime focus
Counting of votes for these Assembly polls scheduled for March 11
                                Uttar Pradesh and Manipur are revved up for the final phase of polling covering 40 and 22 seats respectively. All eyes are on the Prime Minister's Lok Sabha constituency Varanasi in UP. In Manipur, attention is on Chief Minister Okram Ibobi Singh who is in a three-cornered contest featuring People's Resurgence and Justice Alliance (PRAJA) nominee Irom Sharmila and Bharatiya Janata Party's Leitanthem Basanta Singh. Security has been beefed up in both the states ahead of these polls.

Yesterday, Manipur was hit by a bomb blast that left two persons wounded. ""Helicopters were used to airlift polling officials, security personnel for the hard-to-access polling stations in the hill areas,"" said state Chief Electoral Officer Vivek Kumar Dewangan.

In Uttar Pradesh, Naxal-affected districts of Sonbhadra, Mirzapur and Chandauli, along with the five Assembly segments under Varanasi Lok Sabha constituency, will be in prime focus. Ghazipur, Jaunpur and Bhadoi are the other districts going to polls in this phase. Tight security has been put in place in these seven districts.

Counting of votes polled in the Assembly polls will be done on March 11. Polling began at 7 am and will continue till 5 pm in all constituencies, except the Naxal-hit Duddhi, Robertsganj and Chakia seats in Uttar Pradesh, where polling will end at 4 pm.
","lucknow/imphal:"
"391","Andhra Pradesh Backs Idea To Hold Simultaneous Lok Sabha, Assembly Polls","                             The Andhra Pradesh government today backed the idea to hold simultaneous elections to Lok Sabha and state Assemblies and even suggested that polls to urban and rural local bodies too be held within one year thereon. Governor E S L Narasimhan articulated the state's stand while addressing the joint session of the Addhra Pradesh legislative Council and the Assembly on the opening day of the Budget session in the new Legislature building in Amaravati.

""My government is in full agreement with the view that elections to both state assemblies and Lok Sabha be held simultaneously so that Centre and state governments could pay their undivided attention to issues of policy and governance.

We will go a step further and suggest that elections to urban and rural local bodies too should be held within one year of the elections to the State and Central legislative Houses,"" the Governor said.

""Historically, elections to state assemblies and Lok Sabha began together but over the years, for varied reasons, they were de-coupled. Now the situation has come to a stage that we conduct elections in significantly large parts of the country almost every year, if not throughout the year. Political parties, and therefore governments, have to continually keep an eye on electoral calculations,"" Mr Narasimhan pointed out.

Simultaneous polls would give governments a ""full four years of undistracted"" time to address issues of governance, the Governor said, adding ""it is desirable"" to have a national debate involving all sections of people.","amaravati:"
"392","Elections 2017: 86% Turnout In Manipur - Highlights"," for the second and the final phase of Manipur assembly elections:


Mar 08, 201714:50 (IST)SHARE 0Mar 08, 201713:24 (IST)SHARE 0Mar 08, 201712:23 (IST)SHARE 0Mar 08, 201711:18 (IST)SHARE 0Mar 08, 201710:18 (IST)SHARE 0Mar 08, 201709:35 (IST)SHARE 0Mar 08, 201709:34 (IST)SHARE 0 Voters lining outside a polling booths to cast their votes.



Mar 08, 201708:21 (IST)SHARE 0
Mar 08, 201708:05 (IST)SHARE 0 First time voters cast their vote at in Thoubal.


Mar 08, 201707:46 (IST)SHARE 0
Mar 08, 201707:45 (IST)SHARE 0
Mar 08, 201707:44 (IST)SHARE 0 Okram Ibobi Singh casts his vote at Athokpam Makha Leikai in Thoubal, Irom Sharmila is also contesting from this seat.Mar 08, 201707:41 (IST)SHARE 0 Final phase polling begins for assembly elections in Manipur covering 22 constituencies.


No more content","manipur elections 2017: voting on for its second and final phase of assembly elections.
    
                                        manipur is voting in its second and final phase of assembly elections today. ninety eight candidates are trying their luck in the 22 constituencies that are voting in this phase. chandel, imphal east, senapati, tamenglong, thoubal, ukhrul districts are voting for manipur's next government today. human rights crusader irom sharmila - also known as the 'iron lady' - contesting against chief minister okram ibobi singh in thoubal. mr singh's son is also contesting in this phase. surjakurnar okram has been fielded from khangabok. former churchill brothers skipper somatai shaiza is contesting on a bjp ticket from ukhrul. moirangthem okendro, the congress sitting mla and minister of education, is contesting from heirok. campaigning for the second phase ended on monday. the first phase of polling on march 4, covering 38 constituencies, recorded a voter turnout of 84 per cent. manipur governor najma heptulla has appealed to the electorate to come out in large numbers and exercise their fundamental rights.here are the highlights"
"393","PM Modi Speech In Varanasi Highlights: UP Government Not Letting My Work Show",NA,"prime minister narendra modi is addressing a rally in mahatma gandhi kashi vidyapith in varanasi campaigning for the last phase of the seven-phased assembly elections in uttar pradesh on march 8. pm modi, who arrived in the city yesterday morning, held a roadshow followed by a public meeting late in the evening. this is the second roadshow that he is holding in two days in his lok sabha constituency with less than three days left for the final phase of polls in the state. the opposition criticised his yesterday's roadshow and the congress even lodged a complaint with the election commission, alleging that the show of strength was made without the requisite permission.

here are the live updates of pm modi's speech:i do not know how to thank people of kashi. they have broken yesterday's records. this love and affection inspires me to serve people morei had started a rally from kashmir to kanyakumari under murali manohar joshivaranasi has a special place in the heart of every indian.it is not only a city but a city of traditions and culture.i have big dreams for varanasi.our aim is of a banaras that is modern yet retains its heritage.our motto is sabka saath sabka vikas, but congress, sp and bsp have different culture of politics that says kuch ka saath kuch ka vikasthe eastern part of india has to scale new heights of development.up government is not letting my work show.notes ban united other parties against me.this land of uttar pradesh, this part of the state is blessed with very talented people. the potential for development is immense.had there been good and proper government, then the states could have flourished even further.shouldn't corruption come to an end? its been so many years since we attained freedom but a small section misused their power and position.up government hasn't been able to utilise the funds given by centre.i want to tell all honest citizens- no one will ever trouble you. immandar ka samman hogaearlier the question being asked would be- what money was lost (in the scams), now the question is- modi ji what has come backit is sad that driven by politics, some people wanted proof of surgical strikes and were asking did any indian soldier diei have inherited nothing. whatever i have got is from the people of kashiwe wanted to build a ring road but the state government did not cooperate and kept obstructing that. they did not cooperate.every indian should have his or her own home by 2022. it is sad that so many years after independence also people do not have homes."
"394","Manipur Elections 2017: Lone BJP Candidate With Criminal Past In Phase 2","                             Manipur will witness its second and final phase of assembly elections today. As many as 22 constituencies spread across six districts will go to the polls today and 98 candidates will test their fate in this phase. The districts that will witness the election today include Chandel, Imphal East, Senapati, Tamenglong, Thoubal, Ukhrul. Human rights crusader Irom Sharmila will take on Chief Minister Okram Ibobi Singh in this phase. Campaigning for the second phase ended on Monday 22. The first phase of polling on March 4, covering 38 constituencies, recorded an overwhelming voter turnout. Twenty-two candidates of BJP and 76 from other regional parties, including independents, are in the fray today. Election Commission officials said special measures would be taken that includes deployment of helicopters to airlift polls materials, officials and security personnel to and from remote polling stations.","imphal:"
"395","UP Elections 2017: Curtains Down On Hectic Campaigning In State, Politicians Take Chota Sa Break","                             Activist Irom Sharmila's challenge to Chief Minister Okram Ibobi Singh of the Congress in his Thoubal constituency, is the most watched contest in tomorrow's second and last round of assembly elections in Manipur. But it is the BJP that has the man who has ruled the state for the last 15 years worried.

In the crucial second phase, 22 constituencies will vote. Ten of these are in Thoubal district in the valley and considered Chief Minister Ibobi Singh's stronghold. The rest are in the tribal-dominated hills. Of these 22 seats, the Congress had won 14 and two other MLAs later joined it. Effectively, the ruling party is fighting to retain 16 seats tomorrow.

The BJP, which hopes to win its third state in the northeast after Assam and Arunachal Pradesh, did not win a single seat five years ago in the 60-member Manipur assembly. But most of the Congress' top leaders from the hill areas have switched to the BJP in the last six months. Most of them are from the Kuki tribe, traditionally a Congress support base. ","chandel, manipur:"
"396","UP Elections 2017: Amid Rose Petal Shower, Slogans, PM Modi Holds Varanasi Roadshow"," HighlightsPM Modi is campaigning in Varanasi ahead of phase 7 polls in UP
This is his second roadshow in the city in 2 days
Uttar Pradesh will vote in final phase on March 8; counting on March 11
                                The narrow streets of temple town Varanasi turned into a sea of saffron flags as Prime Minister Narendra Modi started his second roadshow in as many days in his parliamentary constituency. With just three days to go for the last and final phase of the crucial assembly elections in Uttar Pradesh, the BJP has pulled all stops - with the Prime Minister planning to campaign in Varanasi for three consecutive days.","varanasi:"
"398","Manipur Elections 2017: It's BJP Versus Ibobi Singh In Thoubal","                             After an encouraging voter turnout of 87 per cent in the first phase of Manipur assembly election, the BJP went full throttle with campaigning for the second phase where voting for the remaining 22 seats will take place on March 8.

The BJP is eyeing the 10 seats in the Thoubal district that has been three-time Chief Minister Okram Ibobi Singh's bastion for the last 15 years. Thoubal is also the most keenly watched seat in the assembly election where activist-turned-politician Irom Sharmila is taking on Mr Ibobi Singh.

The BJP is doing every bit to reach out to the minority voters, the Manipuri Muslims or Meitei Pangals. They constitute about 10 per cent of the state's 19 lakh voters. Of the 22 seats that go to polls in the second phase, Muslim votes are going to influence at least six constituencies in the Thoubal district.

""The Congress calls us communal, but we have an alliance with People's Democratic Party in Jammu and Kashmir. In the Christian-dominated Nagaland, we have an alliance with the ruling party. We never do politics of communities,"" BJP national general secretary Ram Madhav said while addressing a gathering in Lilong in Thoubal yesterday.

The BJP's sole Muslim candidate in Manipur is from Lilong. Nobody would have envisaged a BJP rally in Thoubal especially in the minority belt of Lilong in the early days. Clearly times have changed.

Chief Minister Ibobi Singh, on the other hand, asserts that the Congress has always promoted communal harmony in the northeastern state.

""We have ensured sharing of power with the minorities at the grass-root level,"" Ibobi Singh had told Muslim voters during several rallies. ","thoubal, manipur:"
"399","As Varanasi Votes, PM Narendra Modi Is Back Home In Gujarat After Hectic UP Campaign","                             As Varanasi, Prime Minister Narendra Modi's parliamentary constituency in Uttar Pradesh reported brisk voting on Wednesday morning, PM Modi was in his home state Gujarat, deep in prayer at the famous Somnath temple. With him was BJP chief Amit Shah. Both leaders are in Gujarat after a hectic campaign that saw them camped in Varanasi in a bid to secure the crucial eastern UP region for the BJP in assembly elections in the country's most populous state.","ahmedabad:"
"403","UP Elections 2017: 132 Crorepati Candidates In Fray In Phase 7"," The last leg of the elections saw rigorous campaigning from the star candidates of leading parties. Prime Minister Narendra Modi had been camping in his Lok Sabha constituency of Varanasi for three days since Saturday holding roadshows and election rallies. Congress Vice President Rahul Gandhi, who has forged an alliance with ruling Samajwadi Party for the assembly elections, conducted rallies with chief minister Akhilesh Yadav in the city. BSP chief Mayawati, who has been out of power for 5 years, had also launched a high-octane campaign in this key constituency.

Uttar Pradesh Election Watch and Association For Democratic Reforms or ADR analysed over 500 candidates who are contesting in this phase. Out of the 528 candidates analysed, 132 were found to have assets over Rs 1 crore. The BSP has fielded the most number of rich candidates - 32 of them. 23 candidates who are contesting on a BJP ticket were found to have assets worth over Rs 1 crore. Ruling Samajwadi Party has fielded 21 rich candidates, while its alliance partner Congress has fielded 7 candidates.","uttar pradesh will conclude voting for its next government today. forty seats of the 403 seats will go to polls in the seventh and final phase of the assembly elections today."
"404","UP Elections 2017 Highlights: Mayawati In Varanasi Says Lakhs Of Jobs Lost After PM Narendra Modi's Notes Ban","                             As the Assembly elections of the most populous state comes to a close with the sixth of the seven-phase polls taking place today, BSP chief Mayawati addressed a rally in Varanasi, which will be the key seat that will be voting in the last phase of elections on March 8. She, in her speech, hit out at the BJP and Samajwadi Party-Congress on their campaign tactics and said, ""You can get the media limelight for a while with the crowds from outside, but they can't vote for you."" The 61-year-old leader is confident that Uttar Pradesh has decided to give her party majority votes. PM Modi's notes ban, she said, was a move to take people's attention off the key election issues. It created a huge dent and lakhs of people lost their jobs due to the ban of the high-value currency, BSP chief added.

Here are the highlights of Mayawati's speech:

On BJP, SP- Congress campaigns
","varanasi:"
"405","ï»¿links",NA,"article"
"407","UP Elections 2017: Rivals To Get 'Electric Shock' After UP Poll Results: PM Narendra Modi","                             Prime Minister Narendra Modi today said BJP's rivals Samajwadi Party, Bahujan Samaj Party and Congress will get ""electric shocks"" when the results of Uttar Pradesh assembly elections are announced.

PM Modi's sharp riposte came in response to a remark by Chief Minister Akhilesh Yadav, who had asked him to touch an electric wire to see if current flows through it.

On the campaign trail, PM Modi has been attacking the Samajwadi Party government over ""poor"" power supply in the state and also controversially accused it of discrimination in its distribution along religious lines, a charge rubbished by the Chief Minister.

""On March 11, election results will give electric shock to SP, BSP and Congress,"" he said.

""Akhilesh has dared me to touch an electric wire to find out whether power is really there or not. His new friend Rahul Gandhi, during his 'khaat sabha' at Madihan in Mirzapur, however, had touched the wire and told his party leader Ghulam Nabi Azad that there was nothing to worry as there is no power in the line,"" PM Modi said.

""This is the acceptance of your new friend. Do I need touch the wires anymore? Akhilesh ji, now people have spread such a current that will give shocks to SP, BSP and Congress on March 11,"" he said.

Mr Gandhi had launched a 'khaat sabha' campaign, much before the Samajwadi Party and Congress got into an alliance for the state assembly election, where the Congress vice president would interact with the village folk seated on cots to understand their problems and find solutions. One 'khaat sabha' saw villagers run away with the cots after the meeting had ended.

PM Modi said people had run away with the cots as those belonged to them and they would now ensure the defeat of Congress.","mirzapur, uttar pradesh:"
